,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,training_time,checkpoint_size,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
52,52,52_0,COMPLETED,BoTorch,GenerationStep_1,8.945487976074219,1525.9095458984375,9.132851600646973,1944.554443359375,1.92382097641627,1.8996396859486897,249.25099182128906,0.481979638338089,0.15195846557617188,0.4843690097332001,256.196533203125,0.46402907371520996,0.47727635502815247,61920.0,4.240752681096395,760435.0,0.15417511761188507,0.0,1.437256594000691e-15,0.4473036156117289,300,95,95,0.0012064069990683091,0.1,0.9999999899999998,1.4061368792624152e-16,relu
53,53,53_0,COMPLETED,BoTorch,GenerationStep_1,9.18709945678711,1567.15478515625,9.380208969116211,1997.2020263671875,2.0636065443356832,2.136984384059906,243.79122924804688,0.47844842076301575,0.15087290108203888,0.48075035214424133,249.8513641357422,0.4598329961299896,0.47248271107673645,41445.0,3.934861481189728,513587.0,0.1526583731174469,3.24984525272536e-15,0.0,0.5052285464815032,165,104,104,0.0007154059727528436,0.4117437934526463,0.99999999,3.0299194067684907e-15,relu
54,54,54_0,COMPLETED,BoTorch,GenerationStep_1,9.57616138458252,1633.92236328125,9.811705589294434,2089.1298828125,1.720451331138611,1.7253706852595012,269.27789306640625,0.504457950592041,0.15896064043045044,0.5062819123268127,275.9582824707031,0.4831031858921051,0.4966806173324585,67956.0,4.090098269780477,833203.0,0.16038239002227783,1.189881955901239e-16,0.4211290686344037,0.49693356057726307,300,107,107,0.0007793231840866411,0.3790352370296403,0.9999999899999998,5.589010778523998e-16,relu
55,55,55_0,COMPLETED,BoTorch,GenerationStep_1,9.316268920898438,1590.25146484375,9.530508041381836,2029.395751953125,1.8008014559745789,1.8643368283907573,246.79942321777344,0.481950968503952,0.15192706882953644,0.4839048981666565,252.26710510253906,0.4628828763961792,0.47539621591567993,61323.0,3.897410345077515,753459.0,0.1536395102739334,3.472690083597011e-13,9.317348272817616e-15,0.7296510707125335,283,100,100,0.000622538929641408,0.3530019892383406,0.9999999899999835,9.001682272205833e-14,relu
56,56,56_0,COMPLETED,BoTorch,GenerationStep_1,9.65613079071045,1647.485595703125,9.856359481811523,2098.7998046875,1.7932247757911681,1.9366360267003377,286.8182373046875,0.5203056931495667,0.16374684870243073,0.5222510099411011,292.17633056640625,0.4978290796279907,0.511675238609314,163678.0,4.179426101843516,1985203.0,0.16514083743095398,0.0,9.059203712300342e-15,0.0,293,293,184,0.0002330951330254226,0.40093561413887946,0.99999999,0.0,relu
57,57,57_0,COMPLETED,BoTorch,GenerationStep_1,9.48794174194336,1619.80419921875,9.628148078918457,2049.915771484375,1.7460419217745462,1.7259546200434366,264.5278015136719,0.5004889965057373,0.15771111845970154,0.5028200149536133,270.11505126953125,0.47903943061828613,0.4921095371246338,51230.0,3.908909197648366,631923.0,0.15889710187911987,1.1499458199579739e-15,7.476578587546087e-17,0.5026168410507759,232,98,98,0.0006536576775446084,0.39866970079398123,0.99999999,7.805940357167378e-16,relu
58,58,58_0,COMPLETED,BoTorch,GenerationStep_1,10.623332977294922,1810.1351318359375,10.974211692810059,2336.56494140625,1.6952584981918335,1.7105847001075745,275.02423095703125,0.5042176842689514,0.16043977439403534,0.5078808069229126,285.9121398925781,0.4913983941078186,0.505352795124054,66930.0,3.9176451563835144,820915.0,0.1640872359275818,0.0,0.0,0.8785895205297335,300,105,105,0.000705637985976838,0.1,0.99999999,0.0,relu
59,59,59_0,COMPLETED,BoTorch,GenerationStep_1,10.704246520996094,1825.8470458984375,10.854405403137207,2311.169921875,1.7061246434847515,1.721762744585673,308.6563415527344,0.5451359748840332,0.17129604518413544,0.5463995337486267,310.1529846191406,0.5140702128410339,0.5288617014884949,65815.0,3.868267850081126,807603.0,0.17087972164154053,0.0,0.0,0.0,299,104,100,0.0006759637828093659,0.41499927056626623,0.7972472042236323,0.0,swish
60,60,60_0,COMPLETED,BoTorch,GenerationStep_1,9.468188285827637,1616.362548828125,9.675896644592285,2060.43505859375,1.715079406897227,1.7065640370051065,275.0401306152344,0.5096563696861267,0.16047421097755432,0.5116492509841919,280.5823669433594,0.48766493797302246,0.501289963722229,67625.0,3.8679292758305865,829747.0,0.1618245244026184,0.0,0.0,9.389456082760533e-14,289,114,98,0.0006505686497477543,0.4048789585058479,0.841619979453212,0.0,relu
61,61,61_0,COMPLETED,BoTorch,GenerationStep_1,10.374015808105469,1768.9586181640625,10.576987266540527,2251.928955078125,1.7007746895154316,1.7009161750475565,286.7359313964844,0.5232071280479431,0.16458752751350403,0.5246877074241638,288.2179870605469,0.4963377118110657,0.5100679993629456,34632.0,3.8674920797348022,431475.0,0.16474685072898865,1.1046887218533618e-13,5.336354914913177e-14,0.5287688102916859,130,103,103,0.0006289587457822164,0.3294306936064422,0.9999999899999998,1.9230192546255715e-14,swish
62,62,62_0,COMPLETED,BoTorch,GenerationStep_1,10.727813720703125,1828.99658203125,10.781697273254395,2295.754638671875,1.706741996606191,1.7098328510920207,322.0339050292969,0.5573846101760864,0.17484863102436066,0.5582078695297241,321.10247802734375,0.5236932039260864,0.5383906364440918,61866.0,3.8610184748967487,759987.0,0.17377430200576782,2.8642865497061715e-16,0.0,0.4519755725125139,286,100,100,0.0006166837152554688,0.3006755015579437,0.9999999899999978,5.293029393506074e-15,swish
